0,1
https://www.opendoor.com/homes/tampa,131
https://www.opendoor.com/homes/dallas-fort-worth,301
https://www.opendoor.com/homes/houston,384
https://www.opendoor.com/homes/orlando,213
https://www.opendoor.com/homes/austin,57
https://www.opendoor.com/homes/denver,42
https://www.opendoor.com/homes/phoenix,411
https://www.opendoor.com/homes/charlotte,143
https://www.opendoor.com/homes/sacramento,35
https://www.opendoor.com/homes/riverside,101
https://www.opendoor.com/homes/tucson,116
https://www.opendoor.com/homes/raleigh-durham,88
https://www.opendoor.com/homes/san-antonio,233
https://www.opendoor.com/homes/atlanta,767
https://www.opendoor.com/homes/los-angeles,77
https://www.opendoor.com/homes/jacksonville,88
