0,1
https://www.opendoor.com/homes/jacksonville,88
https://www.opendoor.com/homes/houston,390
https://www.opendoor.com/homes/tampa,125
https://www.opendoor.com/homes/atlanta,768
https://www.opendoor.com/homes/denver,46
https://www.opendoor.com/homes/austin,60
https://www.opendoor.com/homes/sacramento,35
https://www.opendoor.com/homes/los-angeles,83
https://www.opendoor.com/homes/raleigh-durham,91
https://www.opendoor.com/homes/riverside,97
https://www.opendoor.com/homes/charlotte,155
https://www.opendoor.com/homes/dallas-fort-worth,316
https://www.opendoor.com/homes/orlando,210
https://www.opendoor.com/homes/tucson,118
https://www.opendoor.com/homes/phoenix,417
https://www.opendoor.com/homes/san-antonio,239
